date, pm25, o3, no2, so2, co
2018/9/14, 30, 25, 15, 1, 3
2018/9/15, 43, 23, 11, 1, 3
2018/9/16, 51, 22, 11, 1, 4
2018/9/17, 52, 29, 11, 1, 2
2018/9/18, 44, 16, 13, 1, 3
2018/9/19, 32, 12, 7, 1, 1
2018/9/20, 29, 17, 5, 1, 1
2018/9/21, 31, 23, 13, 1, 2
2018/9/22, 34, 22, 6, 1, 1
2018/9/23, 33, 18, 13, 1, 3
2018/9/24, 40, 23, 8, 1, 1
2018/9/25, 44, 23, 6, 1, 1
2018/9/26, 35, 24, 9, 1, 2
2018/9/27, 15, 20, 12, 1, 1
2018/9/28, 31, 15, 11, 1, 2
2018/9/29, 37, 26, 11, 1, 3
2018/9/30, 37, 28, 13, 1, 3
2018/10/1, 39, 18, 18, 1, 2
2018/4/2, 43, 29, 23, , 3
2018/4/3, 50, 32, 21, , 3
2018/4/4, 54, 36, 14, , 2
2018/4/5, 35, 32, 9, , 2
2018/4/6, 40, 27, 24, , 3
2018/4/7, 53, 35, 12, , 2
2018/4/8, 38, 31, 8, , 1
2018/4/9, 36, 30, 17, , 2
2018/4/10, 43, 27, 21, , 2
2018/4/11, 54, 33, 18, , 4
2018/4/12, 70, 40, 18, , 3
2018/4/13, 65, 34, 26, 1, 3
2018/4/14, 74, 36, 11, , 2
2018/4/15, 54, 35, 4, , 1
2018/4/16, 38, 30, 7, , 1
2018/4/17, 36, 27, 10, , 2
2018/4/18, 32, 27, 11, , 2
2018/4/19, 36, 21, 20, , 3
2018/4/20, 41, 29, 11, , 2
2018/4/21, 35, 39, 11, , 2
2018/4/22, 38, 39, 15, , 2
2018/4/23, 43, 39, 16, , 3
2018/4/24, 46, 47, 17, , 2
2018/4/25, 49, 31, 19, , 2
2018/4/26, 38, 34, 14, 2, 2
2018/4/27, 30, 25, 19, , 2
2018/4/28, 44, 43, 12, , 2
2018/4/29, 53, 39, 9, , 2
2018/4/30, 39, 20, 14, , 2
2018/5/1, 32, 33, 17, , 3
2018/5/2, 51, 64, 18, 1, 3
2018/5/3, 58, 44, 20, , 3
2018/5/4, 66, 44, 15, 1, 3
2018/5/5, 59, 38, 8, , 2
2018/5/6, 38, 37, 14, , 2
2018/5/7, 49, 25, 13, , 2
2018/5/8, 54, 31, 12, , 2
2018/5/9, 46, 28, 14, , 2
2018/5/10, 43, 36, 12, , 1
2018/5/11, 42, 32, 12, , 1
2018/5/12, 37, 25, 15, , 1
2018/5/13, 45, 33, 6, , 1
2018/5/14, 46, 35, 11, , 2
2018/5/15, 43, 35, 13, , 2
2018/5/16, 52, 24, 9, , 1
2018/5/17, 45, 24, 14, , 3
2018/5/18, 52, 24, 6, , 1
2018/5/19, 43, 24, 8, , 1
2018/5/20, 42, 23, 6, , 2
2018/5/21, 27, 35, 14, , 2
2018/5/22, 47, 31, 20, , 3
2018/5/23, 53, 33, 11, , 2
2018/5/24, 47, 34, 9, , 1
2018/5/25, 47, 62, 13, , 2
2018/5/26, 63, 56, 10, 1, 2
2018/5/27, 67, 28, 6, , 1
2018/5/28, 55, 20, 5, , 1
2018/5/29, 46, 31, 11, , 3
2018/5/30, 58, 23, 15, , 2
2018/5/31, 62, 35, 12, , 2
2018/6/1, 54, 22, 10, , 2
2018/6/2, 35, 18, 5, , 1
2018/6/3, 41, 24, 1, , 1
2018/6/4, 34, 24, 6, , 1
2018/6/5, 32, 17, 13, , 2
2018/6/6, 40, 25, 8, , 1
2018/6/7, 34, 28, 10, , 2
2018/6/8, 46, 40, 17, , 3
2018/6/9, 57, 31, 16, 1, 3
2018/6/10, 55, 33, 6, 1, 1
2018/6/11, 50, 25, 7, , 1
2018/6/12, 46, 40, 8, , 1
2018/6/13, 50, 30, 9, , 2
2018/6/14, 46, 32, 10, , 2
2018/6/15, 48, 16, 8, , 2
2018/6/16, 41, 12, 11, , 3
2018/6/17, 55, , 12, , 2
2018/6/18, 63, 49, 12, , 2
2018/6/19, 70, 28, 10, , 1
2018/6/20, 46, 37, 14, , 2
2018/6/21, 51, 31, 13, , 2
2018/6/22, 58, 26, 10, , 1
2018/6/23, 54, 24, 7, , 1
2018/6/24, 50, 26, 6, , 2
2018/6/25, 53, 22, 7, , 1
2018/6/26, 31, 35, 11, , 2
2018/6/27, 45, 32, 8, , 2
2018/6/28, 42, 19, 10, , 2
2018/6/29, 27, 36, 12, , 3
2018/6/30, 41, 44, 13, 1, 3
2018/7/1, 63, 50, 9, 1, 3
2018/1/2, 56, 23, 25, 1, 4
2018/1/3, 66, 17, 28, 1, 5
2018/1/4, 75, 25, 21, 4, 2
2018/1/5, 52, 25, 9, 1, 2
2018/1/6, 51, 26, 11, , 1
2018/1/7, 51, 26, 18, 1, 3
2018/1/8, 66, 22, 21, 2, 3
2018/1/9, 67, 20, 21, 1, 3
2018/1/10, 62, 17, 24, 1, 4
2018/1/11, 57, 21, 23, 1, 3
2018/1/12, 55, 26, 12, , 2
2018/1/13, 32, 25, 5, , 1
2018/1/14, 29, 25, 14, 1, 2
2018/1/15, 47, 21, 23, 3, 2
2018/1/16, 55, 15, 26, 1, 3
2018/1/17, 59, 13, 24, 1, 3
2018/1/18, 53, 20, 18, 1, 3
2018/1/19, 72, 16, 22, 1, 4
2018/1/20, 83, 26, 21, 1, 3
2018/1/21, 65, 26, 28, 1, 6
2018/1/22, 72, 15, 32, 1, 5
2018/1/23, 84, 17, 29, 2, 4
2018/1/24, 58, 26, 15, , 2
2018/1/25, 48, 26, 15, 1, 2
2018/1/26, 46, 25, 22, 1, 3
2018/1/27, 47, 32, 15, 1, 3
2018/1/28, 53, 29, 14, 1, 3
2018/1/29, 46, 24, 13, 1, 1
2018/1/30, 40, 25, 17, 1, 2
2018/1/31, 45, 25, 17, 1, 3
2018/2/1, 56, 22, 19, 1, 3
2018/2/2, 56, 21, 14, , 2
2018/2/3, 53, 27, 14, , 3
2018/2/4, 54, 25, 14, 1, 2
2018/2/5, 47, 26, 18, 1, 3
2018/2/6, 39, 22, 22, 1, 3
2018/2/7, 51, 6, 30, 1, 4
2018/2/8, 59, 25, 16, 1, 3
2018/2/9, 58, 27, 21, , 3
2018/2/10, 67, 28, 15, , 3
2018/2/11, 56, 13, 17, , 3
2018/2/12, 47, 26, 18, , 3
2018/2/13, 48, 26, 15, , 2
2018/2/14, 49, 25, 23, , 4
2018/2/15, 56, 6, 21, 1, 5
2018/2/16, 69, 27, 16, 1, 4
2018/2/17, 62, 29, 10, , 2
2018/2/18, 40, 26, 18, , 3
2018/2/19, 51, 31, 16, , 3
2018/2/20, 53, 27, 15, 1, 3
2018/2/21, 43, 27, 13, 1, 2
2018/2/22, 53, 26, 14, 1, 1
2018/2/23, 42, 26, 18, 1, 2
2018/2/24, 51, 20, 11, , 2
2018/2/25, 39, 28, 7, 1, 1
2018/2/26, 40, 26, 18, 1, 3
2018/2/27, 45, 31, 23, 1, 3
2018/2/28, 45, 33, 18, , 3
2018/3/1, 48, 30, 20, , 3
2018/3/2, 59, 33, 5, , 1
2018/3/3, 33, 32, 5, 1, 1
2018/3/4, 34, 32, 5, , 1
2018/3/5, 34, 31, 9, , 1
2018/3/6, 36, 28, 12, , 1
2018/3/7, 43, 32, 11, , 1
2018/3/8, 39, 27, 16, , 2
2018/3/9, 38, 26, 15, , 3
2018/3/10, 49, 29, 11, , 2
2018/3/11, 41, 29, 9, , 2
2018/3/12, 38, 32, 14, , 2
2018/3/13, 38, 33, 9, , 1
2018/3/14, 33, 31, 12, , 2
2018/3/15, 34, 31, 12, , 2
2018/3/16, 36, 29, 15, , 2
2018/3/17, 44, 34, 10, , 2
2018/3/18, 44, 33, 10, , 2
2018/3/19, 43, 29, 16, , 2
2018/3/20, 45, 24, 20, , 2
2018/3/21, 43, 27, 12, , 1
2018/3/22, 39, 30, 15, , 2
2018/3/23, 38, 31, 17, , 3
2018/3/24, 43, 34, 13, , 2
2018/3/25, 42, 31, 8, , 1
2018/3/26, 38, 32, 13, , 2
2018/3/27, 43, 32, 19, , 2
2018/3/28, 47, 28, 30, 1, 4
2018/3/29, 54, 24, 28, , 4
2018/3/30, 69, 29, 17, , 3
2018/3/31, 56, 36, 8, , 2
2018/4/1, 45, 36, 6, , 1
2017/10/2, 47, 20, 13, 1, 3
2017/10/3, 41, 25, 12, 1, 4
2017/10/4, 46, 38, 12, , 2
2017/10/5, 42, 32, 17, , 2
2017/10/6, 43, 27, 20, 1, 3
2017/10/7, 40, 34, 10, , 3
2017/10/8, 43, 21, 3, , 2
2017/10/9, 16, 16, 5, , 2
2017/10/10, 20, 22, 12, , 3
2017/10/11, 31, 17, 12, 1, 2
2017/10/12, 41, 21, 7, , 1
2017/10/13, 36, 23, 12, 2, 2
2017/10/14, 40, 15, 17, 1, 4
2017/10/15, 53, 26, 5, 1, 3
2017/10/16, 24, 20, 9, 1, 2
2017/10/17, 32, 21, 12, , 2
2017/10/18, 41, 29, 20, 1, 4
2017/10/19, 49, 37, 16, 1, 3
2017/10/20, 57, 27, 16, 1, 3
2017/10/21, 50, 33, 19, 1, 4
2017/10/22, 48, 26, 15, 1, 3
2017/10/23, 56, 23, 15, 1, 2
2017/10/24, 59, 28, 10, 1, 2
2017/10/25, 31, 23, 11, , 2
2017/10/26, 15, 22, 8, , 1
2017/10/27, 24, 23, 16, , 3
2017/10/28, 40, 34, 13, , 4
2017/10/29, 49, 31, 4, , 1
2017/10/30, 24, 30, 8, , 2
2017/10/31, 25, 22, 13, , 3
2017/11/1, 42, 10, 16, 1, 4
2017/11/2, 48, 25, 12, , 2
2017/11/3, 43, 25, 12, , 2
2017/11/4, 35, 17, 8, , 1
2017/11/5, 19, 20, 5, , 1
2017/11/6, 29, 23, 12, 1, 2
2017/11/7, 27, 14, 11, 1, 2
2017/11/8, 35, 18, 12, 2, 2
2017/11/9, 42, 19, 21, 2, 5
2017/11/10, 59, 27, 13, , 2
2017/11/11, 44, 24, 14, 3, 3
2017/11/12, 53, 14, 29, 2, 8
2017/11/13, 68, 16, 26, 2, 5
2017/11/14, 75, 16, 17, 2, 2
2017/11/15, 55, 20, 17, 1, 2
2017/11/16, 44, 18, 20, 1, 3
2017/11/17, 45, 20, 10, , 2
2017/11/18, 33, 23, 22, 1, 4
2017/11/19, 51, 28, 6, 1, 2
2017/11/20, 38, 24, 15, , 3
2017/11/21, 43, 29, 17, 1, 3
2017/11/22, 53, 16, 20, 1, 4
2017/11/23, 48, 22, 13, 1, 4
2017/11/24, 42, 21, 19, 1, 4
2017/11/25, 56, 29, 17, 1, 4
2017/11/26, 52, 22, 7, , 2
2017/11/27, 36, 22, 15, 1, 3
2017/11/28, 51, 26, 19, 1, 3
2017/11/29, 53, 26, 14, 1, 2
2017/11/30, 54, 16, 19, 1, 4
2017/12/1, 51, 18, 17, 1, 3
2017/12/2, 51, 11, 19, 1, 3
2017/12/3, 51, 15, 19, 1, 5
2017/12/4, 64, 15, 21, 1, 3
2017/12/5, 59, 32, 17, 1, 2
2017/12/6, 46, 28, 17, , 3
2017/12/7, 42, 19, 21, 1, 4
2017/12/8, 55, 15, 21, 1, 4
2017/12/9, 59, 12, 22, 1, 3
2017/12/10, 64, 20, 15, , 3
2017/12/11, 53, 16, 22, 1, 5
2017/12/12, 68, 13, 22, 1, 4
2017/12/13, 58, 25, 11, , 2
2017/12/14, 47, 23, 16, 1, 2
2017/12/15, 50, 13, 28, 1, 4
2017/12/16, 61, 21, 16, 1, 3
2017/12/17, 65, 27, 16, 1, 3
2017/12/18, 55, 10, 31, 1, 4
2017/12/19, 64, 20, 21, 1, 4
2017/12/20, 70, 24, 15, 1, 2
2017/12/21, 48, 20, 18, 1, 2
2017/12/22, 54, 19, 24, 1, 3
2017/12/23, 52, 13, 26, 1, 4
2017/12/24, 66, 25, 12, , 2
2017/12/25, 46, 25, 7, , 1
2017/12/26, 44, 27, 18, , 2
2017/12/27, 64, 23, 20, 1, 3
2017/12/28, 67, 24, 14, , 2
2017/12/29, 60, 19, 21, 1, 3
2017/12/30, 62, 17, 24, 1, 4
2017/12/31, 72, 22, 17, 1, 3
2018/1/1, 77, 27, 13, 1, 2
2017/7/2, 44, 35, 3, , 2
2017/7/3, 35, 35, 6, , 2
2017/7/4, 35, 24, 8, 4, 3
2017/7/5, 54, 25, 10, 1, 3
2017/7/6, 64, 28, 6, , 2
2017/7/7, 37, 22, 11, 1, 2
2017/7/8, 33, 40, 8, , 3
2017/7/9, 40, 24, 3, , 2
2017/7/10, 32, 41, 9, , 2
2017/7/11, 48, 32, 11, , 2
2017/7/12, 43, 35, 12, , 3
2017/7/13, 54, 24, 7, , 1
2017/7/14, 46, 16, 7, 1, 1
2017/7/15, 29, 25, 7, 1, 2
2017/7/16, 38, 30, 6, , 3
2017/7/17, 29, 40, 10, , 3
2017/7/18, 36, 36, 9, , 2
2017/7/19, 36, 45, 10, , 2
2017/7/20, 37, 50, 16, , 3
2017/7/21, 53, 41, 13, 1, 3
2017/7/22, 46, 32, 12, 1, 3
2017/7/23, 54, 19, 3, 1, 1
2017/7/24, 32, 20, 6, , 
2017/7/25, 20, 15, 9, , 1
2017/7/26, 32, 24, 9, , 2
2017/7/27, 41, 24, 10, , 2
2017/7/28, 32, 32, 10, , 3
2017/7/29, 34, 19, 7, 1, 1
2017/7/30, 34, 20, 6, , 2
2017/7/31, 30, 36, 11, 1, 2
2017/8/1, 39, 33, 11, 1, 2
2017/8/2, 52, 37, 14, 1, 3
2017/8/3, 52, 41, 13, , 3
2017/8/4, 41, 31, 9, 1, 2
2017/8/5, 29, 19, 5, , 2
2017/8/6, 11, 22, 4, , 2
2017/8/7, 24, 25, 12, 1, 3
2017/8/8, 42, 28, 10, , 1
2017/8/9, 28, 34, 13, , 2
2017/8/10, 50, 53, 14, 1, 3
2017/8/11, 54, 31, 12, 1, 3
2017/8/12, 41, 32, 8, , 2
2017/8/13, 33, 35, 6, , 2
2017/8/14, 28, 26, 16, 1, 3
2017/8/15, 43, 36, 14, , 3
2017/8/16, 46, 33, 12, , 2
2017/8/17, 47, 32, 15, , 2
2017/8/18, 40, 32, 11, , 3
2017/8/19, 38, 24, 13, 1, 3
2017/8/20, 43, 25, 6, , 3
2017/8/21, 39, 41, 11, , 3
2017/8/22, 61, 41, 10, , 3
2017/8/23, 63, 31, 10, , 2
2017/8/24, 40, 33, 14, 1, 3
2017/8/25, 45, 25, 13, , 2
2017/8/26, 45, 29, 10, , 3
2017/8/27, 43, 28, 9, , 2
2017/8/28, 49, 25, 11, 1, 2
2017/8/29, 50, 16, 9, 1, 1
2017/8/30, 39, 22, 9, 1, 2
2017/8/31, 37, 32, 14, 1, 3
2017/9/1, 53, 25, 8, , 1
2017/9/2, 38, 29, 7, 1, 2
2017/9/3, 39, 28, 5, , 1
2017/9/4, 37, 40, 4, 1, 2
2017/9/5, 41, 39, 10, 1, 2
2017/9/6, 54, , , , 
2017/9/10, 60, 17, 7, 1, 2
2017/9/11, 39, 23, 12, , 3
2017/9/12, 36, 31, 15, 1, 3
2017/9/13, 40, 38, 14, 1, 3
2017/9/14, 46, 30, 13, , 3
2017/9/15, 37, 26, 16, , 3
2017/9/16, 55, 19, 22, 1, 3
2017/9/17, 60, 29, 14, 1, 3
2017/9/18, 56, 27, 11, , 1
2017/9/19, 30, 21, 7, , 1
2017/9/20, 19, 16, 3, , 1
2017/9/21, 9, 23, 3, , 1
2017/9/22, 38, 19, 4, , 1
2017/9/23, 34, 19, 5, , 2
2017/9/24, 28, 29, 19, 1, 6
2017/9/25, 49, 24, 18, 1, 4
2017/9/26, 50, 25, 13, , 3
2017/9/27, 30, 16, 8, 1, 2
2017/9/28, 19, 28, 9, , 2
2017/9/29, 27, 26, 12, , 2
2017/9/30, 35, 17, 11, , 2
2017/10/1, 42, 26, 9, , 3
2017/4/2, 37, 34, 11, , 2
2017/4/3, 46, 28, 22, , 3
2017/4/4, 38, 29, 10, , 2
2017/4/5, 35, 29, 12, , 2
2017/4/6, 31, 27, 13, , 2
2017/4/7, 20, 27, 11, , 2
2017/4/8, 35, 26, 6, , 2
2017/4/9, 31, 36, 10, , 2
2017/4/10, 33, 46, 18, , 3
2017/4/11, 42, 49, 16, , 3
2017/4/12, 58, 27, 15, , 2
2017/4/13, 57, 30, 12, , 2
2017/4/14, 36, 33, 19, , 2
2017/4/15, 34, 45, 11, , 2
2017/4/16, 41, 44, 5, , 2
2017/4/17, 47, 34, 8, , 2
2017/4/18, 33, 27, 6, , 1
2017/4/19, 24, 30, 12, , 2
2017/4/20, 37, 30, 12, , 2
2017/4/21, 40, 29, 8, , 1
2017/4/22, 29, 27, 9, , 1
2017/4/23, 34, 22, 7, , 2
2017/4/24, 29, 29, 14, , 3
2017/4/25, 30, 22, 10, , 1
2017/4/26, 26, 24, 19, , 2
2017/4/27, 35, 19, 15, , 2
2017/4/28, 37, 34, 14, , 3
2017/4/29, 45, 40, 10, 1, 3
2017/4/30, 52, 30, 4, , 1
2017/5/1, 21, 22, 10, , 1
2017/5/2, 27, 31, 18, , 3
2017/5/3, 43, 27, 11, , 1
2017/5/4, 28, 32, 12, , 2
2017/5/5, 38, 25, 12, , 1
2017/5/6, 35, 34, 11, , 2
2017/5/7, 30, 33, 4, , 1
2017/5/8, 31, 22, 9, , 2
2017/5/9, 29, 22, 15, , 2
2017/5/10, 31, 20, 13, , 2
2017/5/11, 31, 23, 7, , 1
2017/5/12, 25, 20, 9, , 1
2017/5/13, 26, 23, 9, 1, 1
2017/5/14, 31, 27, 5, , 1
2017/5/15, 39, 28, 13, , 2
2017/5/16, 33, 31, 13, , 2
2017/5/17, 37, 70, 17, , 3
2017/5/18, 46, 74, 16, , 3
2017/5/19, 59, 42, 12, , 2
2017/5/20, 49, 29, 4, 1, 1
2017/5/21, 29, 28, 5, 1, 1
2017/5/22, 34, 23, 12, , 2
2017/5/23, 33, 27, 14, , 2
2017/5/24, 36, 28, 14, , 2
2017/5/25, 40, 24, 13, , 1
2017/5/26, 23, 22, 9, , 1
2017/5/27, 29, 25, 6, , 1
2017/5/28, 25, 28, 7, 1, 2
2017/5/29, 40, 23, 5, , 
2017/5/30, 29, 23, 11, , 1
2017/5/31, 35, 33, 11, , 2
2017/6/1, 35, 39, 16, , 2
2017/6/2, 33, 31, 12, , 2
2017/6/3, 36, 21, 9, , 2
2017/6/4, 36, 26, 6, , 2
2017/6/5, 32, 27, 9, , 1
2017/6/6, 21, 23, 6, , 1
2017/6/7, 22, 24, 12, , 1
2017/6/8, 33, 32, 15, , 3
2017/6/9, 48, 33, 15, , 2
2017/6/10, 31, 60, 11, , 3
2017/6/11, 57, 69, 7, , 3
2017/6/12, 60, 61, 17, , 3
2017/6/13, 64, 51, 15, , 3
2017/6/14, 63, 28, 8, , 1
2017/6/15, 39, 27, 10, , 2
2017/6/16, 41, 23, 8, , 1
2017/6/17, 33, 16, 15, 1, 2
2017/6/18, 35, 21, 3, 1, 2
2017/6/19, 19, 22, 5, , 1
2017/6/20, 40, 44, 9, , 2
2017/6/21, 18, 42, 14, 1, 2
2017/6/22, 37, 36, 11, , 2
2017/6/23, 35, 41, 13, , 2
2017/6/24, 47, 30, 6, , 2
2017/6/25, 42, 36, 6, , 2
2017/6/26, 32, 33, 11, , 2
2017/6/27, 39, 39, 15, , 2
2017/6/28, 50, 24, 7, , 2
2017/6/29, 40, 37, 8, , 2
2017/6/30, 50, 41, 10, , 2
2017/7/1, 54, 26, 3, , 2
2017/1/3, 54, 23, 11, , 2
2017/1/4, 26, 21, 15, , 3
2017/1/5, 28, 21, 17, , 3
2017/1/6, 48, 18, 20, , 3
2017/1/7, 61, 23, 19, , 2
2017/1/8, 52, 27, 14, , 2
2017/1/9, 51, 19, 26, , 3
2017/1/10, 65, 23, 30, 1, 5
2017/1/11, 64, 29, 19, , 3
2017/1/12, 45, 24, 16, , 2
2017/1/13, 50, 29, 13, , 2
2017/1/14, 34, 25, 17, , 2
2017/1/15, 40, 28, 15, , 2
2017/1/16, 56, 25, 26, 1, 4
2017/1/17, 58, 17, 22, , 4
2017/1/18, 56, 15, 17, , 2
2017/1/19, 39, 20, 21, , 3
2017/1/20, 58, 13, 26, , 4
2017/1/21, 47, 12, 17, , 4
2017/1/22, 62, 23, 13, , 4
2017/1/23, 47, 29, 7, , 1
2017/1/24, 26, 30, 9, , 1
2017/1/25, 30, 25, 16, , 2
2017/1/26, 32, 21, 18, , 3
2017/1/27, 48, 21, 12, , 2
2017/1/28, 29, 20, 12, , 2
2017/1/29, 36, 24, 14, , 2
2017/1/30, 49, 25, 20, , 3
2017/1/31, 46, 23, 20, , 2
2017/2/1, 48, 21, 27, , 4
2017/2/2, 67, 24, 19, , 3
2017/2/3, 44, 26, 20, , 3
2017/2/4, 58, 28, 15, , 3
2017/2/5, 51, 29, 15, , 3
2017/2/6, 56, 28, 15, , 2
2017/2/7, 44, 23, 14, , 2
2017/2/8, 32, 18, 23, , 4
2017/2/9, 58, 26, 14, , 2
2017/2/10, 41, 27, 20, , 2
2017/2/11, 46, 14, 26, , 4
2017/2/12, 76, 23, 18, , 2
2017/2/13, 48, 27, 13, , 2
2017/2/14, 43, 23, 25, , 4
2017/2/15, 53, 19, 31, 1, 5
2017/2/16, 61, 20, 15, , 3
2017/2/17, 49, 27, 19, , 2
2017/2/18, 46, 31, 22, , 3
2017/2/19, 56, 34, 18, , 3
2017/2/20, 57, 32, 15, , 2
2017/2/21, 40, 31, 24, , 3
2017/2/22, 44, 29, 26, , 4
2017/2/23, 61, 34, 23, , 4
2017/2/24, 66, 32, 15, , 2
2017/2/25, 46, 31, 9, , 2
2017/2/26, 29, 29, 5, , 2
2017/2/27, 30, 28, 17, , 2
2017/2/28, 49, 26, 22, , 3
2017/3/1, 60, 26, 13, , 2
2017/3/2, 43, 32, 10, , 2
2017/3/3, 46, 29, 15, , 2
2017/3/4, 36, 29, 8, , 2
2017/3/5, 51, 31, 9, , 2
2017/3/6, 49, 23, 23, , 3
2017/3/7, 48, 33, 24, , 3
2017/3/8, 49, 32, 14, , 2
2017/3/9, 41, 32, 17, , 2
2017/3/10, 43, 26, 18, , 2
2017/3/11, 42, 28, 8, , 2
2017/3/12, 48, 20, 6, , 2
2017/3/13, 58, 22, 15, , 2
2017/3/14, 52, 23, 14, , 2
2017/3/15, 43, 25, 11, , 2
2017/3/16, 40, 32, 14, , 2
2017/3/17, 38, 33, 22, , 3
2017/3/18, 44, 31, 11, , 2
2017/3/19, 30, 28, 8, , 2
2017/3/20, 31, 34, 21, , 2
2017/3/21, 43, 36, 23, , 3
2017/3/22, 46, 30, 13, , 2
2017/3/23, 40, 31, 16, , 2
2017/3/24, 42, 28, 27, , 3
2017/3/25, 52, 19, 19, , 2
2017/3/26, 63, 33, 8, , 1
2017/3/27, 41, 26, 20, , 2
2017/3/28, 48, 25, 13, , 1
2017/3/29, 32, 28, 13, , 2
2017/3/30, 35, 33, 13, , 2
2017/3/31, 31, 28, 15, , 2
2017/4/1, 39, 32, 7, , 1
2016/10/2, 15, 20, 9, , 1
2016/10/3, 23, 15, 11, , 2
2016/10/4, 30, 17, 8, , 1
2016/10/5, 27, 23, 14, , 2
2016/10/6, 32, 17, 26, 1, 5
2016/10/7, 49, 24, 28, , 5
2016/10/8, 49, 21, 19, , 4
2016/10/9, 43, 19, 10, 1, 1
2016/10/10, 18, 19, 10, , 2
2016/10/11, 33, 19, 21, , 3
2016/10/12, 38, 21, 20, , 4
2016/10/13, 38, 24, 19, , 3
2016/10/14, 39, 20, 14, , 2
2016/10/15, 36, 21, 14, , 3
2016/10/16, 38, 34, 12, , 3
2016/10/17, 39, 22, 21, , 4
2016/10/18, 41, 37, 18, , 3
2016/10/19, 60, 23, 18, , 3
2016/10/20, 43, 17, 11, , 1
2016/10/21, 35, 18, 15, , 2
2016/10/22, 27, 13, 9, , 2
2016/10/23, 16, 23, 3, , 1
2016/10/24, 19, 21, 12, , 2
2016/10/25, 35, 20, 13, , 2
2016/10/26, 35, 19, 14, , 2
2016/10/27, 44, 24, 19, , 3
2016/10/28, 39, 19, 11, , 2
2016/10/29, 32, 15, 14, , 3
2016/10/30, 35, 18, 10, , 3
2016/10/31, 44, 16, 10, , 2
2016/11/1, 34, 14, 20, , 3
2016/11/2, 46, 17, 25, , 5
2016/11/3, 50, 16, 20, , 4
2016/11/4, 58, 15, 13, , 2
2016/11/5, 40, 14, 15, , 4
2016/11/6, 42, 14, 12, , 2
2016/11/7, 38, 13, 16, 2, 3
2016/11/8, 38, 7, 32, 2, 8
2016/11/9, 61, 19, 33, 1, 5
2016/11/10, 61, 18, 28, , 3
2016/11/11, 41, 24, 24, , 2
2016/11/12, 49, 25, 23, , 2
2016/11/13, 33, 27, 26, , 3
2016/11/14, 36, 22, 44, 1, 5
2016/11/15, 53, 24, 29, , 5
2016/11/16, 52, 16, 23, , 3
2016/11/17, 36, 20, 16, , 3
2016/11/18, 46, 19, 23, , 4
2016/11/19, 53, 16, 11, , 2
2016/11/20, 35, 23, 5, , 2
2016/11/21, 24, 23, 13, , 2
2016/11/22, 33, 24, 13, , 2
2016/11/23, 39, 22, 13, , 2
2016/11/24, 42, 10, 20, , 3
2016/11/25, 50, 7, 19, , 4
2016/11/26, 60, 8, 12, , 5
2016/11/27, 59, 23, 7, , 2
2016/11/28, 39, 15, 23, 1, 5
2016/11/29, 49, 25, 25, 2, 5
2016/11/30, 50, 23, 17, , 3
2016/12/1, 34, 17, 14, , 2
2016/12/2, 31, 8, 15, , 3
2016/12/3, 34, 18, 8, , 2
2016/12/4, 28, 28, 13, , 2
2016/12/5, 38, 8, 35, 1, 5
2016/12/6, 54, 15, 22, , 4
2016/12/7, 47, 19, 23, , 4
2016/12/8, 58, 16, 19, , 4
2016/12/9, 63, 23, 13, , 2
2016/12/10, 39, 23, 13, , 2
2016/12/11, 49, 21, 23, , 4
2016/12/12, 58, 12, 23, , 4
2016/12/13, 49, 16, 19, , 3
2016/12/14, 48, 18, 23, , 3
2016/12/15, 68, 25, 15, , 2
2016/12/16, 45, 23, 20, , 3
2016/12/17, 55, 4, 28, , 5
2016/12/18, 68, 25, 9, , 2
2016/12/19, 52, 24, 20, , 2
2016/12/20, 46, 22, 28, 1, 4
2016/12/21, 59, 16, 27, , 4
2016/12/22, 65, 8, 30, 1, 6
2016/12/23, 80, 19, 20, , 3
2016/12/24, 52, 15, 17, , 3
2016/12/25, 58, 26, 13, , 2
2016/12/26, 40, 28, 16, , 2
2016/12/27, 44, 26, 10, , 2
2016/12/28, 42, 16, 17, , 3
2016/12/29, 43, 14, 22, 1, 6
2016/12/30, 48, 22, 10, , 2
2016/12/31, 39, 26, 11, , 2
2017/1/1, 48, 22, 12, , 2
2017/1/2, 47, 20, 26, 1, 7
2016/7/2, 38, 27, 7, , 2
2016/7/3, 27, 33, 6, , 2
2016/7/4, 35, 42, 6, , 2
2016/7/5, 49, 29, 14, , 2
2016/7/6, 36, 50, 17, , 3
2016/7/7, 57, 38, 10, , 2
2016/7/8, 52, 24, 6, , 1
2016/7/9, 36, 19, 3, , 1
2016/7/10, 22, 20, 6, , 1
2016/7/11, 20, 20, 12, , 2
2016/7/12, 40, 40, 14, , 2
2016/7/13, 44, 42, 12, , 2
2016/7/14, 44, 27, 8, , 2
2016/7/15, 28, 41, 11, , 3
2016/7/16, 43, 37, 11, , 2
2016/7/17, 31, 29, 14, , 3
2016/7/18, 51, 48, 20, , 3
2016/7/19, 56, 27, 12, , 2
2016/7/20, 41, 24, 13, , 2
2016/7/21, 47, 59, 17, , 3
2016/7/22, 52, 64, 13, , 3
2016/7/23, 57, 32, 9, , 2
2016/7/24, 46, 26, 10, , 2
2016/7/25, 24, 44, 19, 1, 4
2016/7/26, 51, 25, 12, , 2
2016/7/27, 32, 35, 12, , 2
2016/7/28, 35, 44, 17, , 3
