date, pm25, o3, no2, so2, co
2014/7/14, 38, 28, , , 
2014/7/15, 49, 23, , , 
2014/7/16, 41, 33, , , 
2014/7/17, 42, 25, , , 
2014/7/18, 40, 24, , , 
2014/7/19, 53, 24, , , 
2014/7/20, 59, 34, , , 
2014/7/21, 39, 18, , , 
2014/7/22, 43, 63, , , 
2014/7/23, 54, 36, , , 
2014/7/24, 51, 17, , , 
2014/7/25, 38, 22, , , 
2014/7/26, 60, 44, , , 
2014/7/27, 50, 30, , , 
2014/7/28, 47, 35, , , 
2014/7/29, 46, 16, , , 
2014/7/30, 33, 22, , , 
2014/7/31, 36, 40, , , 
2014/8/1, 47, 35, , , 
2014/8/2, 59, 34, , , 
2014/8/3, 43, 33, , , 
2014/8/4, 39, 31, , , 
2014/8/5, 51, 36, , , 
2014/8/6, 56, 22, , , 
2014/8/7, 54, 20, , , 
2014/8/8, 55, 19, , , 
2014/8/9, 42, 24, , , 
2014/8/10, 47, 28, , , 
2014/8/11, 54, 29, , , 
2014/8/12, 52, 19, , , 
2014/8/13, 35, 16, , , 
2014/8/14, 50, 16, , , 
2014/8/15, 34, 21, , , 
2014/8/16, 47, 34, , , 
2014/8/17, 41, , , , 
2014/8/19, 43, 26, , , 
2014/8/20, 49, 27, , , 
2014/8/21, 55, 19, , , 
2014/8/22, 48, 14, , , 
2014/8/23, 37, 15, , , 
2014/8/24, 32, 21, , , 
2014/8/25, 46, 20, , , 
2014/8/26, 58, 30, , , 
2014/8/27, 59, 39, , , 
2014/8/28, 58, 20, , , 
2014/8/29, 53, 16, , , 
2014/8/30, 32, 26, , , 
2014/8/31, 39, 29, , , 
2014/9/1, 47, 28, , , 
2014/9/2, 49, 25, , , 
2014/9/3, 56, 20, , , 
2014/9/4, 49, 31, , , 
2014/9/5, 52, 39, , , 
2014/9/6, 61, 32, , , 
2014/9/7, 59, 20, , , 
2014/9/8, 28, 14, , , 
2014/9/9, 39, 17, , , 
2014/9/10, 35, 17, , , 
2014/9/11, 44, 22, , , 
2014/9/12, 49, 19, , , 
2014/9/13, 29, , , , 
2014/9/16, 18, 8, , , 
2014/9/17, 47, 23, , , 
2014/9/18, 46, 26, , , 
2014/9/19, 52, 16, , , 
2014/9/20, 47, , , , 
2014/9/23, 40, 15, , , 
2014/9/24, 44, 13, , , 
2014/9/25, 46, 11, , , 
2014/9/26, 43, 19, , , 
2014/9/27, 50, , , , 
2014/9/30, 64, 12, , , 
2014/10/1, 26, 11, , , 
2014/4/2, 29, 22, , , 
2014/4/3, 57, 26, , , 
2014/4/4, 51, 21, , , 
2014/4/5, 46, 22, , , 
2014/4/6, 40, 32, , , 
2014/4/7, 35, 30, , , 
2014/4/8, 46, 30, , , 
2014/4/9, 35, 28, , , 
2014/4/10, 32, 34, , , 
2014/4/11, 39, 37, , , 
2014/4/12, 55, 32, , , 
2014/4/13, 41, 39, , , 
2014/4/14, 47, 31, , , 
2014/4/15, 38, 30, , , 
2014/4/16, 36, 30, , , 
2014/4/17, 39, 27, , , 
2014/4/18, 34, 27, , , 
2014/4/19, 45, 34, , , 
2014/4/20, 54, 32, , , 
2014/4/21, 31, 35, , , 
2014/4/22, 36, 39, , , 
2014/4/23, 49, 24, , , 
2014/4/24, 46, 27, , , 
2014/4/25, 21, 29, , , 
2014/4/26, 28, 21, , , 
2014/4/27, 25, 22, , , 
2014/4/28, 27, 18, , , 
2014/4/29, 24, 25, , , 
2014/4/30, 35, 24, , , 
2014/5/1, 29, 11, , , 
2014/5/2, 48, 28, , , 
2014/5/3, 40, 31, , , 
2014/5/4, 30, 29, , , 
2014/5/5, 32, 17, , , 
2014/5/6, 19, 24, , , 
2014/5/7, 22, 29, , , 
2014/5/8, 36, 28, , , 
2014/5/9, 39, 15, , , 
2014/5/10, 61, , , , 
2014/5/13, 45, 20, , , 
2014/5/14, 29, 21, , , 
2014/5/15, 33, 26, , , 
2014/5/16, 36, 28, , , 
2014/5/17, 33, 33, , , 
2014/5/18, 29, 27, , , 
2014/5/19, 26, 25, , , 
2014/5/20, 34, 24, , , 
2014/5/21, 30, 18, , , 
2014/5/22, 32, 14, , , 
2014/5/23, 27, 19, , , 
2014/5/24, 29, 18, , , 
2014/5/25, 26, 16, , , 
2014/5/26, 40, 34, , , 
2014/5/27, 47, 18, , , 
2014/5/28, 48, 17, , , 
2014/5/29, 24, 24, , , 
2014/5/30, 35, 24, , , 
2014/5/31, 42, 28, , , 
2014/6/1, 27, 28, , , 
2014/6/2, 44, 43, , , 
2014/6/3, 44, 35, , , 
2014/6/4, 49, 23, , , 
2014/6/5, 25, 13, , , 
2014/6/6, 31, 14, , , 
2014/6/7, 33, 21, , , 
2014/6/8, 26, 35, , , 
2014/6/9, 35, 28, , , 
2014/6/10, 43, 24, , , 
2014/6/11, 45, 22, , , 
2014/6/12, 25, 21, , , 
2014/6/13, 26, 20, , , 
2014/6/14, 33, 18, , , 
2014/6/15, 31, 27, , , 
2014/6/16, 20, 23, , , 
2014/6/17, 34, 41, , , 
2014/6/18, 49, 30, , , 
2014/6/19, 54, 25, , , 
2014/6/20, 30, 23, , , 
2014/6/21, 31, 22, , , 
2014/6/22, 28, 25, , , 
2014/6/23, 32, 26, , , 
2014/6/24, 41, 32, , , 
2014/6/25, 42, 32, , , 
2014/6/26, 46, 20, , , 
2014/6/27, 35, 20, , , 
2014/6/28, 29, 25, , , 
2014/6/29, 50, 39, , , 
2014/6/30, 48, 46, , , 
2014/7/1, 46, 34, , , 
2014/1/2, 47, 14, , , 
2014/1/3, 45, 21, , , 
2014/1/4, 38, 23, , , 
2014/1/5, 54, 12, , , 
2014/1/6, 57, 19, , , 
2014/1/7, 38, 20, , , 
2014/1/8, 45, 14, , , 
2014/1/9, 57, 14, , , 
2014/1/10, 62, 1, , , 
2014/1/11, 83, 22, , , 
2014/1/12, 43, 18, , , 
2014/1/13, 27, 21, , , 
2014/1/14, 52, 21, , , 
2014/1/15, 45, 12, , , 
2014/1/16, 57, 1, , , 
2014/1/17, 80, 14, , , 
2014/1/18, 71, 12, , , 
2014/1/19, 51, 21, , , 
2014/1/20, 52, , , , 
2014/1/22, 48, 20, , , 
2014/1/23, 55, 17, , , 
2014/1/24, 61, 19, , , 
2014/1/25, 51, 26, , , 
2014/1/26, 59, 24, , , 
2014/1/27, 50, 18, , , 
2014/1/28, 59, 19, , , 
2014/1/29, 43, 17, , , 
2014/1/30, 59, 17, , , 
2014/1/31, 60, 14, , , 
2014/2/1, 68, 16, , , 
2014/2/2, 71, 17, , , 
2014/2/3, 67, 13, , , 
2014/2/4, 55, 17, , , 
2014/2/5, 66, 17, , , 
2014/2/6, 50, 17, , , 
2014/2/7, 60, 20, , , 
2014/2/8, 65, 22, , , 
2014/2/9, 63, 25, , , 
2014/2/10, 57, 21, , , 
2014/2/11, 68, 19, , , 
2014/2/12, 64, 13, , , 
2014/2/13, 54, 20, , , 
2014/2/14, 30, 22, , , 
2014/2/15, 32, 21, , , 
2014/2/16, 82, 27, , , 
2014/2/17, 42, 24, , , 
2014/2/18, 34, 14, , , 
2014/2/19, 56, 10, , , 
2014/2/20, 76, 22, , , 
2014/2/21, 58, 20, , , 
2014/2/22, 36, , , , 
2014/2/25, 36, 20, , , 
2014/2/26, 48, 21, , , 
2014/2/27, 46, 22, , , 
2014/2/28, 53, 23, , , 
2014/3/1, 49, 26, , , 
2014/3/2, 61, 16, , , 
2014/3/3, 73, 25, , , 
2014/3/4, 45, 20, , , 
2014/3/5, 52, 17, , , 
2014/3/6, 53, 20, , , 
2014/3/7, 51, 19, , , 
2014/3/8, 59, 31, , , 
2014/3/9, 68, 30, , , 
2014/3/10, 45, 26, , , 
2014/3/11, 56, 27, , , 
2014/3/12, 70, 10, , , 
2014/3/13, 96, 21, , , 
2014/3/14, 34, 23, , , 
2014/3/15, 45, 29, , , 
2014/3/16, 51, 26, , , 
2014/3/17, 25, 20, , , 
2014/3/18, 36, 27, , , 
2014/3/19, 36, 27, , , 
2014/3/20, 52, 24, , , 
2014/3/21, 51, 25, , , 
2014/3/22, 37, 31, , , 
2014/3/23, 47, 27, , , 
2014/3/24, 39, 24, , , 
2014/3/25, 33, 26, , , 
2014/3/26, 48, 30, , , 
2014/3/27, 45, 24, , , 
2014/3/28, 38, 32, , , 
2014/3/29, 50, 25, , , 
2014/3/30, 29, 24, , , 
2014/3/31, 15, 23, , , 
2014/4/1, 30, 29, , , 
2020/7/24, , 26, 11, 1, 1
2020/4/1, , 27, 10, 1, 1
2020/1/1, , 19, 6, , 1
2019/1/1, , 22, 6, 1, 1
2019/1/28, , 22, 15, 1, 2
2017/9/9, , 10, 13, 1, 3
2016/1/3, , 10, 20, 1, 4
2015/5/26, , 40, 14, , 2
2015/1/1, , 19, , , 
2014/10/6, , 20, , , 
2014/10/14, , 21, , , 
2014/10/20, , 19, , , 
2014/12/7, , 21, , , 
2014/8/18, , 20, , , 
2014/9/15, , 13, , , 
2014/9/22, , 17, , , 
2014/9/29, , 14, , , 
2014/5/12, , 44, , , 
2014/1/1, , 23, , , 
2014/1/21, , 20, , , 
2014/2/24, , 24, , , 
